Date,IV30,IV30 20-Day MA,OHLC 20-Day Vol,OHLC 52-Week Vol,Options Volume
12/17/2020,12.65,12.585,11.2895,18.5785,77035
12/16/2020,12.69,12.577,10.9894,18.561,63829
12/15/2020,12.97,12.527,10.9245,18.5651,47152
12/14/2020,13.42,12.465,10.3588,18.5603,53533
12/11/2020,13.83,12.3835,11.0805,18.599,143414
12/10/2020,13.12,12.292,10.9559,18.5968,73000
12/9/2020,13.54,12.239,11.0617,18.5932,209778
12/8/2020,13.1,12.1825,13.4283,18.5873,122909
12/7/2020,12.94,12.169,13.7606,18.5943,145473
12/4/2020,12.81,12.15,13.2112,18.5723,215273
12/3/2020,11.8,12.1435,15.7772,18.5781,122605
12/2/2020,11.81,12.1955,15.7417,18.6361,97151
12/1/2020,11.26,12.5595,15.5448,18.669,117218
11/30/2020,11.44,12.992,15.8148,18.6699,39085
11/27/2020,12.03,13.3715,15.9687,18.6625,48117
11/25/2020,11.88,13.705,16.0948,18.6642,36969
11/24/2020,12.03,14.004,16.013,18.6556,69064
11/23/2020,12.72,14.1925,16.1663,18.6536,51622
11/20/2020,13.41,14.38,16.1917,18.6572,76780
11/19/2020,12.25,14.546,16.33,18.6625,77568
11/18/2020,12.49,14.795,16.2687,18.6634,67263
11/17/2020,11.69,14.9665,16.3033,18.6589,38574
11/16/2020,11.73,15.1635,16.4245,18.6606,67015
11/13/2020,11.79,15.331,16.4594,18.6831,117245
11/12/2020,12,15.4605,16.1563,18.6655,185319
11/11/2020,12.06,15.607,16.1561,18.6651,67944
11/10/2020,12.41,15.7105,16.0171,18.6561,101791
11/9/2020,12.83,15.8075,13.8994,18.4906,215561
11/6/2020,12.56,15.9335,13.519,18.5147,95183
11/5/2020,12.68,16.082,13.4864,18.5192,228943
11/4/2020,12.84,16.2135,10.4218,18.3384,437002
11/3/2020,19.09,16.385,10.7139,18.3698,171498
11/2/2020,19.91,16.2125,11.4659,18.3595,65534
10/30/2020,19.03,16.0245,11.2165,18.3646,72407
10/29/2020,18.7,15.7535,10.9942,18.3785,70833
10/28/2020,17.86,15.4615,11.0014,18.3692,187933
10/27/2020,15.8,15.2215,10.8819,18.3759,59512
10/26/2020,16.47,15.0395,10.5438,18.3728,62576
10/23/2020,16.73,14.835,10.2905,18.367,119217
10/22/2020,17.23,14.65,9.9371,18.3592,151620
10/21/2020,15.92,14.422,9.9657,18.3644,128384
10/20/2020,15.63,14.2475,9.7362,18.366,82978
10/19/2020,15.08,14.085,9.9621,18.3599,79302
10/16/2020,14.38,13.9765,9.9552,18.3625,94015
10/15/2020,14.93,13.8995,10.0638,18.3494,69916
10/14/2020,14.13,13.767,10.3356,18.3636,64838
10/13/2020,14.35,13.7425,10.2277,18.3702,65201
10/12/2020,15.35,13.722,10.2742,18.3922,56785
10/9/2020,15.53,13.6555,10.0027,18.4125,96511
10/8/2020,15.31,13.5855,10.5309,18.4132,79436
10/7/2020,16.27,13.572,10.4179,18.4244,118368
10/6/2020,15.64,13.536,10.7308,18.4131,255589
10/5/2020,16.15,13.5485,10.5753,18.3587,122718
10/2/2020,13.61,13.5585,10.7021,18.3652,93804
10/1/2020,12.86,13.705,11.1821,18.3583,67813
9/30/2020,13.06,13.823,11.7723,18.4191,412678
9/29/2020,12.16,13.8855,11.9794,18.431,311889
9/28/2020,12.38,14.059,12.1455,18.4316,104400
9/25/2020,13.03,14.2545,14.3396,18.4413,54257
9/24/2020,12.67,14.4175,14.4117,18.4849,38528
9/23/2020,12.43,14.5775,14.7672,18.5001,59993
9/22/2020,12.38,14.731,14.7856,18.5125,61956
9/21/2020,12.91,14.8275,14.5372,18.5135,58454
9/18/2020,12.84,14.897,14.9521,18.5304,75397
9/17/2020,12.28,14.984,15.0373,18.5251,62872
9/16/2020,13.64,15.1345,14.8809,18.5169,61710
9/15/2020,13.94,15.152,15.002,18.543,37306
9/14/2020,14.02,15.1745,15.0098,18.6094,59635
9/11/2020,14.13,15.193,15.3361,18.6708,65370
9/10/2020,15.04,15.208,15.206,18.6456,63607
9/9/2020,15.55,15.126,15.7336,18.7103,62442
9/8/2020,15.89,15.0485,15.3919,18.7336,75075
9/4/2020,16.35,14.9265,14.9217,18.6891,218494
9/3/2020,16.54,14.836,15.0747,18.7322,129875
9/2/2020,15.22,14.723,14.8563,18.7053,80678
9/1/2020,14.31,14.669,14.3627,18.6856,218919
8/31/2020,15.63,14.643,14.5854,18.6825,77156
8/28/2020,16.29,14.5585,14.6579,18.6853,83648
8/27/2020,16.29,14.445,12.7077,18.5513,173083
8/26/2020,15.87,14.3005,12.7155,18.5781,99669
8/25/2020,15.5,14.174,12.3256,18.554,44168
8/24/2020,14.31,14.0685,12.4973,18.6262,39530
8/21/2020,14.3,14.064,12.5258,18.6272,64725
8/20/2020,14.58,14.1045,12.3248,18.6083,54365
8/19/2020,15.29,14.0815,12.0042,18.6016,106918
8/18/2020,13.99,13.9565,11.891,18.6967,73072
8/17/2020,14.39,13.9285,11.8329,18.7179,81971
8/14/2020,14.39,13.8825,11.8095,18.7463,95587
8/13/2020,14.43,13.831,11.6169,18.8412,131982
8/12/2020,13.4,13.804,11.5559,18.8499,128407
8/11/2020,14,13.801,10.9885,18.8692,157415
8/10/2020,13.45,13.7815,11.1073,18.8726,87814
8/7/2020,14.54,13.823,11.411,18.902,80545
8/6/2020,14.28,13.8185,12.0746,19.0083,112577
8/5/2020,14.14,13.852,11.859,19.0365,41095
8/4/2020,13.79,13.837,12.2856,19.0731,101035
8/3/2020,13.94,13.851,12.1763,19.0573,106543
7/31/2020,14.02,13.85,12.1358,19.1094,83273
7/30/2020,13.4,13.859,12.2147,19.1174,202256
7/29/2020,13.34,13.9295,12.3741,19.1164,127589
7/28/2020,13.39,13.9995,12.3023,19.1143,151902
7/27/2020,14.22,14.1095,12.315,19.1077,112682
7/24/2020,15.11,14.1935,12.506,19.1101,93325
7/23/2020,14.12,14.2095,12.5941,19.0968,83816
7/22/2020,12.79,14.3105,12.5749,19.0923,73988
7/21/2020,13.43,14.452,12.7785,19.0996,38913
7/20/2020,13.47,14.5575,12.9996,19.0975,103828
7/17/2020,13.36,14.68,13.3644,19.1028,65259
7/16/2020,13.89,14.834,13.2341,19.1063,52173
7/15/2020,13.34,14.985,14.6993,19.1012,57804
7/14/2020,13.61,15.181,15.0354,19.0932,66697
7/13/2020,14.28,15.3165,15.1163,19.08,71172
7/10/2020,14.45,15.4075,15.604,19.0742,114676
7/9/2020,14.95,15.507,15.2245,19.0177,134650
7/8/2020,13.84,15.5575,16.0354,19.0126,51278
7/7/2020,14.07,15.674,15.9496,18.985,68065
7/6/2020,13.92,15.7585,17.2578,19.0141,54846
7/2/2020,14.2,15.869,17.5108,19.0092,90954
7/1/2020,14.81,15.9815,17.6708,19.0017,59501
6/30/2020,14.74,16.0875,17.5238,18.9944,124135
6/29/2020,15.59,16.1445,17.7285,18.9948,47218
6/26/2020,15.9,16.1485,17.6503,18.9879,86950
6/25/2020,15.43,16.125,17.596,18.9787,73342
6/24/2020,16.14,16.0925,17.402,18.96,72087
6/23/2020,15.62,16.0355,17.7476,18.96,47631
6/22/2020,15.54,16.004,17.6514,18.9656,93338
6/19/2020,15.92,15.996,17.5173,18.9539,69287
6/18/2020,16.44,15.9865,17.3796,18.9399,56077
6/17/2020,16.91,16.002,17.5152,18.9559,47061
6/16/2020,17.26,15.994,16.9325,18.8351,119016
6/15/2020,16.32,15.993,16.8193,18.8016,59738
6/12/2020,16.1,16.0215,16.9866,18.7817,77606
6/11/2020,16.44,16.0865,16.2428,18.7138,213994
6/10/2020,15.96,16.1405,16.0073,18.6838,114498
6/9/2020,16.17,16.208,15.2362,18.6281,84539
6/8/2020,15.76,16.3185,15.247,18.6215,80993
6/5/2020,16.13,16.4285,14.4641,18.5005,147700
6/4/2020,16.45,16.5225,15.3411,18.4725,112608
6/3/2020,16.93,16.6165,15.3135,18.4643,154317
6/2/2020,15.88,16.5965,15.3215,18.4653,58139
6/1/2020,15.67,16.657,15.2174,18.4678,31128
5/29/2020,15.43,16.744,15.5797,18.4716,53073
5/28/2020,14.78,16.8585,15.5608,18.4755,68011
5/27/2020,15,16.9975,15.6705,18.474,60848
5/26/2020,14.99,17.1275,15.9081,18.4391,42729
5/22/2020,15.38,17.3385,15.998,18.4494,56732
5/21/2020,15.73,17.6285,15.9414,18.4457,73542
5/20/2020,16.75,17.959,16.0546,18.4357,123613
5/19/2020,16.75,18.2405,16.9729,18.425,140516
5/18/2020,17.24,18.5675,16.2139,18.3601,85930
5/15/2020,16.89,18.835,16.4115,18.3348,91556
5/14/2020,17.4,19.1725,16.113,18.3087,132716
5/13/2020,17.52,19.3755,17.4247,18.3037,95882
5/12/2020,17.31,19.566,17.3286,18.2966,65651
5/11/2020,18.38,19.6185,17.293,18.2892,94578
5/8/2020,17.96,19.6815,17.1593,18.2701,70706
5/7/2020,18.01,19.792,16.5075,18.2037,99184
5/6/2020,18.33,19.9559,16.9372,18.1046,138813
5/5/2020,16.53,20.0882,16.9799,18.0841,69654
5/4/2020,17.09,20.2548,17.2557,18.0827,67727
5/1/2020,17.41,20.4571,17.7817,18.0756,77394
4/30/2020,17.72,20.8015,19.2745,18.046,96681
4/29/2020,17.56,21.1544,19.2815,18.0422,73036
4/28/2020,17.6,21.4453,19.8348,18.0327,53014
4/27/2020,19.21,21.826,20.4498,17.9794,64748
4/24/2020,21.18,22.0264,20.9842,17.9713,102702
4/23/2020,22.34,22.1516,22.2831,17.9748,59183
4/22/2020,22.38,22.4361,24.7149,17.9561,63227
4/21/2020,23.29,22.9426,26.5291,17.8615,62180
4/20/2020,22.59,23.8478,28.8132,17.8591,37716
4/17/2020,23.64,24.7544,30.6718,17.8149,99678
4/16/2020,21.46,25.8927,32.6179,17.8049,83439
4/15/2020,21.33,27.1011,33.772,17.6734,123907
4/14/2020,18.36,27.8363,35.5788,17.673,38754
4/13/2020,19.64,29.1417,36.3644,17.6676,32774
4/9/2020,20.17,29.7318,37.9854,17.6504,66629
4/8/2020,21.289,30.9977,39.5505,17.6415,86450
4/7/2020,20.975,31.9178,40.3466,17.4896,92755
4/6/2020,19.862,32.6944,41.7283,17.4596,60645
4/3/2020,21.135,34.0545,43.0985,17.4342,166723
4/2/2020,24.299,35.0035,43.2473,17.3911,56813
4/1/2020,24.777,34.745,42.4043,17.1882,120299
3/31/2020,23.379,34.2877,43.1894,17.2055,82805
3/30/2020,25.215,34.0564,42.9185,17.1418,141036
3/27/2020,23.217,33.7538,42.6934,17.0045,117202
3/26/2020,23.684,33.6874,42.769,16.94,128340
3/25/2020,28.029,33.355,42.0475,16.7689,171363
3/24/2020,32.51,32.7256,40.1208,16.3949,79101
3/23/2020,41.395,31.8601,37.5037,15.8241,170591
3/20/2020,40.722,30.5375,34.8621,15.314,135679
3/19/2020,46.407,29.1949,32.9903,14.9909,132467
3/18/2020,45.627,27.4895,29.8762,14.4712,242357
3/17/2020,36.034,25.8036,26.9788,13.9992,205576
3/16/2020,44.468,24.5949,24.5362,13.6412,129876
3/13/2020,31.441,22.9444,23.2646,13.4689,248953
3/12/2020,45.489,21.9503,21.0465,13.1257,173963
3/11/2020,39.691,20.2519,19.7215,12.9497,220864
3/10/2020,36.506,18.8748,18.5375,12.7911,237016
3/9/2020,47.064,17.6819,17.7478,12.6462,230665
3/6/2020,40.116,15.9497,16.5798,12.5099,441018
3/5/2020,19.129,14.5185,15.6981,12.3799,240072
3/4/2020,15.631,14.155,15.6502,12.3314,160546
3/3/2020,18.752,13.98,14.7665,12.2147,310576
3/2/2020,19.164,13.7091,14.5347,12.1946,189368
2/28/2020,21.889,13.4655,13.4892,12.0787,325805
2/27/2020,17.037,13.0255,12.5265,11.984,160484
2/26/2020,15.44,12.8158,12.138,11.9426,154369
2/25/2020,15.201,12.655,12.8554,11.9329,207127
2/24/2020,14.942,12.5252,11.7976,11.8333,352103
2/21/2020,13.87,12.3505,11.6176,11.8229,258412
2/20/2020,12.299,12.2033,11.4941,11.8163,123955
2/19/2020,11.91,12.1118,11.7104,11.818,77791
2/18/2020,11.859,12.0406,12.2801,11.806,96822
2/14/2020,11.458,11.9469,12.1595,11.8266,90642
2/13/2020,11.559,11.8811,12.2708,11.8271,66519
2/12/2020,11.521,11.8125,12.2063,11.8193,67725
2/11/2020,12.148,11.7322,12.2736,11.8209,69429
2/10/2020,12.648,11.6206,12.376,11.8174,77557
2/7/2020,12.422,11.5045,12.1681,11.7688,123223
2/6/2020,11.492,11.4325,12.4795,11.7711,73384
2/5/2020,11.858,11.4383,12.1437,11.7395,139444
2/4/2020,12.131,11.419,12.0321,11.69,91060
2/3/2020,13.334,11.3877,12.2169,11.6624,73303
1/31/2020,14.291,11.3159,12.537,11.6619,141966
1/30/2020,13.09,11.1647,12.542,11.6492,131292
1/29/2020,12.843,11.0841,12.9058,11.6308,153152
1/28/2020,12.224,10.9979,12.7635,11.6202,110331
1/27/2020,12.606,10.9465,11.8655,11.5398,128035
1/24/2020,11.447,10.8751,11.9123,11.5361,172566
1/23/2020,10.926,10.8636,11.776,11.5304,117143
1/22/2020,10.47,10.8589,11.8221,11.544,73066
1/21/2020,10.485,10.8714,11.6678,11.5273,60571
1/17/2020,9.985,10.8914,11.0385,11.4593,125293
1/16/2020,10.142,10.9393,11.1204,11.465,111538
1/15/2020,10.188,10.958,11.1553,11.4572,91125
1/14/2020,9.913,10.9859,11.5275,11.4564,296033
1/13/2020,9.917,11.0471,12.1875,11.4517,76764
1/10/2020,10.327,11.1682,12.1393,11.4504,134429
1/9/2020,10.98,11.2638,11.8238,11.4151,160749
1/8/2020,11.609,11.3385,11.5444,11.3828,115085
1/7/2020,11.472,11.3809,11.8874,11.399,85210
1/6/2020,11.506,11.4193,11.7322,11.3976,118874
1/3/2020,11.896,11.4488,11.4078,11.3855,133091
1/2/2020,11.268,11.4417,12.0685,11.3457,104166
12/31/2019,11.477,11.4876,12.9368,11.3527,73987
12/30/2019,11.121,11.4759,12.3365,11.3023,79606
12/27/2019,11.194,11.4693,12.3868,11.3552,64003
12/26/2019,11.18,11.4556,12.4942,11.385,40475
12/24/2019,11.216,11.4502,12.3183,11.3721,25981
12/23/2019,10.831,11.4459,12.291,11.3756,50757
12/20/2019,10.72,11.4722,12.5034,11.4232,154239
12/19/2019,10.887,11.5136,12.6355,11.4554,64470
12/18/2019,10.942,11.5582,12.6309,11.4489,118404
12/17/2019,10.517,11.5669,12.576,11.4468,55031
12/16/2019,10.745,11.6067,12.4841,11.4385,150413
12/13/2019,11.136,11.6512,12.5338,11.4045,140021
12/12/2019,12.34,11.7027,12.1945,11.3333,184045
12/11/2019,12.238,11.6932,12.1174,11.3274,96389
12/10/2019,12.474,11.7079,12.1079,11.3264,97283
12/9/2019,12.459,11.7163,12.0535,11.3298,48147
12/6/2019,12.24,11.7256,12.6636,11.3261,72876
12/5/2019,12.096,11.7746,12.5198,11.3666,153248
12/4/2019,11.752,11.7257,12.8258,11.3971,124371
12/3/2019,12.187,11.7011,12.3874,11.2875,220780
12/2/2019,11.242,11.6401,11.4034,11.1831,81524
11/29/2019,10.99,11.6303,11.8149,11.1827,59136
11/27/2019,10.92,11.6393,12.4093,11.1799,47382
11/26/2019,11.073,11.6437,12.3269,11.1724,82981
11/25/2019,11.129,11.6503,12.551,11.1864,44013
11/22/2019,11.358,11.6693,12.7447,11.1866,61289
11/21/2019,11.547,11.6709,12.6005,11.1662,94426
11/20/2019,11.778,11.6682,12.5352,11.1568,144521
11/19/2019,11.117,11.6772,12.5504,11.1495,77823
11/18/2019,11.312,11.7467,12.723,11.1551,73294
11/15/2019,11.637,11.8195,12.7016,11.1761,117050
11/14/2019,12.165,11.8863,12.3611,11.1387,150717
11/13/2019,12.151,11.9229,11.9567,11.1102,103013
11/12/2019,12.531,11.9594,12.2438,11.115,104318
11/11/2019,12.643,11.9694,12.3725,11.1123,53969
11/8/2019,12.645,11.972,12.76,11.1427,146793
11/7/2019,13.219,12.0113,12.3202,11.036,249142
11/6/2019,11.118,12.0122,12.2084,11.0236,81890
11/5/2019,11.261,12.1045,12.0237,11.0155,194330
11/4/2019,10.966,12.2003,11.5173,10.9547,85483
11/1/2019,11.046,12.3046,11.4939,10.9523,156897
10/31/2019,11.171,12.4181,11.2905,10.9143,236159
10/30/2019,11.006,12.5276,10.6545,10.8522,132833
10/29/2019,11.207,12.6885,11.7368,10.8612,82298
10/28/2019,11.507,12.8398,11.769,10.8405,162549
10/25/2019,11.392,12.9389,11.5379,10.8277,81811
10/24/2019,11.492,13.0609,11.6852,10.8968,90575
10/23/2019,11.959,13.1792,12.3316,10.8856,95623
10/22/2019,12.507,13.262,12.5303,10.8722,44537
10/21/2019,12.767,13.3435,12.5766,10.8625,137625
10/18/2019,12.973,13.4011,12.8956,10.8701,75637
10/17/2019,12.898,13.4721,13.1543,10.8626,114291
10/16/2019,12.879,13.5176,13.4128,10.8636,124679
10/15/2019,12.732,13.5779,13.2211,10.8385,91894
10/14/2019,12.695,13.6812,13.4945,10.8586,70065
10/11/2019,13.43,13.7915,14.005,10.834,205260
10/10/2019,13.239,13.8975,14.3891,10.7987,166434
10/9/2019,12.962,13.9289,14.3465,10.7916,80711
10/8/2019,13.178,13.9653,14.8565,10.772,88665
10/7/2019,13.052,14.0007,15.5312,10.7732,68482
10/4/2019,13.317,14.0042,15.5814,10.8542,133063
10/3/2019,13.361,14.0079,16.1146,10.8394,112788
10/2/2019,14.224,14.0076,16.1918,10.8441,66151
10/1/2019,14.232,14.0162,15.6776,10.7346,102955
9/30/2019,13.489,14.0515,15.57,10.7108,42881
9/27/2019,13.831,14.1397,15.7227,10.7186,57000
9/26/2019,13.859,14.1903,15.8226,10.699,68163
9/25/2019,13.615,14.2929,15.6043,10.6152,86640
9/24/2019,14.137,14.3887,15.3203,10.5802,102288
9/23/2019,13.92,14.4218,15.8423,10.5578,121789
9/20/2019,14.392,14.5154,15.5967,10.5252,101519
9/19/2019,13.808,14.5267,15.4431,10.5102,98918
9/18/2019,14.084,14.5809,15.5001,10.4886,116183
9/17/2019,14.799,14.6688,16.1362,10.4925,111909
9/16/2019,14.902,14.7127,16.1066,10.4422,151427
9/13/2019,15.55,14.7871,15.6892,10.3285,345945
9/12/2019,13.865,14.8905,15.5589,10.2279,197058
9/11/2019,13.691,15.0252,15.9266,10.2259,135310
9/10/2019,13.886,15.0517,15.7851,10.1398,197773
9/9/2019,13.122,15.1017,15.2219,10.0397,123262
9/6/2019,13.391,15.1124,15.769,10.0319,76387
9/5/2019,13.354,15.1178,15.6792,9.9481,211760
9/4/2019,14.397,15.1704,16.1835,9.9566,71360
9/3/2019,14.938,15.0654,16.4084,9.9047,95937
8/30/2019,15.252,14.9408,16.44,9.8917,171978
8/29/2019,14.844,14.7126,16.8697,9.8789,107423
8/28/2019,15.911,14.4783,16.8343,9.8453,90013
8/27/2019,15.531,14.1359,16.3969,9.7879,98509
8/26/2019,14.798,13.8041,16.4106,9.7852,67930
8/23/2019,15.792,13.5029,15.6867,9.6884,189189
8/22/2019,14.619,13.1634,15.7342,9.6829,118638
8/21/2019,14.892,12.913,15.5925,9.675,123875
8/20/2019,15.843,12.6521,15.3059,9.6363,100620
8/19/2019,15.675,12.3383,14.6745,9.537,134280
8/16/2019,16.39,12.0231,14.1835,9.48,214238
8/15/2019,17.619,11.6908,13.7476,9.4084,288920
8/14/2019,16.558,11.309,13.2345,9.3172,157066
8/13/2019,14.222,10.9746,12.8908,9.2673,187992
8/12/2019,14.886,10.7471,12.184,9.1905,172857
8/9/2019,13.335,10.4825,11.9175,9.1584,140122
8/8/2019,13.499,10.2985,11.6387,9.0747,169552
8/7/2019,14.406,10.1184,10.9489,8.9941,335818
8/6/2019,12.299,9.8669,10.2224,8.9144,152238
8/5/2019,12.445,9.7247,9.6186,8.8371,189758
8/2/2019,10.687,9.5506,10.1337,8.8802,158786
8/1/2019,10.158,9.477,9.511,8.8232,145091
7/31/2019,9.064,9.4689,9.2037,8.7861,90919
7/30/2019,8.895,9.4929,9.2522,8.7903,44028
7/29/2019,8.775,9.5149,9.2637,8.7923,31239
7/26/2019,9.001,9.5782,9.283,8.7958,58425
7/25/2019,9.611,9.6216,9.2175,8.7802,40031
7/24/2019,9.673,9.6289,9.2236,8.8298,33685
7/23/2019,9.567,9.6665,9.3558,8.8641,39887
7/22/2019,9.372,9.6926,9.5073,8.8488,52717
7/19/2019,9.743,9.7227,9.5898,8.8508,40157
7/18/2019,9.984,9.7362,9.5722,8.8326,38900
7/17/2019,9.869,9.7526,9.7111,8.8135,111523
7/16/2019,9.672,9.8103,9.4483,8.7896,56350
7/15/2019,9.595,9.8712,9.3802,8.7836,31945
7/12/2019,9.655,9.9607,9.3487,8.7874,77454
7/11/2019,9.897,10.0382,8.7098,8.7288,106107
7/10/2019,9.376,10.0519,8.6064,8.7379,75999
7/9/2019,9.455,10.0622,9.0089,8.7395,136444
7/8/2019,8.964,10.0617,9.3842,8.7272,28701
7/5/2019,9.214,10.165,9.0495,8.6589,96660
7/3/2019,9.996,10.2695,8.9865,8.6501,67765
7/2/2019,9.544,10.3125,9.3198,8.64,58558
7/1/2019,9.336,10.3891,9.273,8.6274,121355
6/28/2019,10.041,10.5205,9.6918,8.6506,66680
6/27/2019,9.869,10.5987,9.8283,8.6387,194862
6/26/2019,9.756,10.5974,10.0488,8.6271,46372
6/25/2019,10.425,10.6108,10.1539,8.6309,81705
6/24/2019,10.089,10.5627,9.9622,8.6205,51313
6/21/2019,9.975,10.5008,9.9168,8.6082,94458
6/20/2019,10.013,10.4623,9.8616,8.6158,100590
6/19/2019,10.31,10.3783,9.648,8.5983,383512
6/18/2019,11.024,10.2586,9.1779,8.5666,148945
6/17/2019,10.89,10.1152,9.3242,8.5811,53854
6/14/2019,11.384,9.982,9.3276,8.5924,56726
6/13/2019,11.206,9.8173,9.6149,8.5972,102225
6/12/2019,10.171,9.682,9.684,8.6031,67220
6/11/2019,9.581,9.5887,9.8629,8.6058,36060
6/10/2019,9.445,9.5647,9.541,8.6165,64722
6/7/2019,11.03,9.5111,9.2841,8.5851,124113
6/6/2019,11.305,9.4056,9.0568,8.558,94728
6/5/2019,10.855,9.2612,9.144,8.573,110066
6/4/2019,11.077,9.1624,8.7976,8.5542,116087
6/3/2019,11.965,9.0034,8.7203,8.5523,201462
5/31/2019,11.604,8.779,8.254,8.5768,248637
5/30/2019,9.842,8.5794,8.0623,8.6278,203564
5/29/2019,10.024,8.4696,7.8052,8.6082,157802
5/28/2019,9.465,8.3621,7.799,8.6209,105148
5/24/2019,8.85,8.2793,7.9681,8.6384,50089
5/23/2019,9.205,8.2104,7.525,8.6042,185305
5/22/2019,8.332,8.149,7.6691,8.5993,37745
5/21/2019,7.917,8.1413,7.7012,8.6188,34596
5/20/2019,8.157,8.1491,7.7264,8.6208,25517
5/17/2019,8.225,8.1445,7.6757,8.6245,36001
5/16/2019,8.089,8.1253,7.6818,8.6839,140817
5/15/2019,8.502,8.1281,7.4337,8.6623,49296
5/14/2019,8.304,8.1075,7.3234,8.6615,38065
5/13/2019,9.101,8.0845,7.3041,8.6619,46386
5/10/2019,8.372,8.0285,7.2936,8.666,79331
5/9/2019,8.921,8.0104,6.9658,8.6472,40949
5/8/2019,8.416,7.9762,6.961,8.6305,76732
5/7/2019,8.881,7.9714,6.7543,8.6286,79046
5/6/2019,7.896,7.9418,6.585,8.6297,20890
5/3/2019,7.478,7.9639,6.53,8.6299,51639
5/2/2019,7.612,8.0206,7.0193,8.6273,31362
5/1/2019,7.644,8.069,6.8642,8.6216,65624
4/30/2019,7.875,8.111,7.4631,8.6206,80781
4/29/2019,7.809,8.1421,7.7047,8.6222,125450
4/26/2019,7.471,8.2327,7.5607,8.6227,47316
4/25/2019,7.979,8.3666,7.8308,8.626,43787
4/24/2019,8.178,8.497,7.7256,8.6121,76867
4/23/2019,8.072,8.5616,8.1052,8.6221,63201
4/22/2019,8.065,8.6675,8.8415,8.6559,27444
4/18/2019,7.841,8.7212,8.7385,8.6867,90612
4/17/2019,8.146,8.7394,9.0862,8.6881,98109
4/16/2019,8.089,8.7282,9.1961,8.6974,116827
4/15/2019,7.845,8.7063,9.2034,8.6998,18803
4/12/2019,7.98,8.7123,9.3339,8.697,41772
4/11/2019,8.01,8.7038,9.4493,8.7173,91564
4/10/2019,8.236,8.7001,9.4815,8.7176,38716
4/9/2019,8.32,8.6802,9.4932,8.7193,82448
4/8/2019,8.29,8.6634,9.494,8.7561,37753
4/5/2019,8.338,8.6454,9.5121,8.7664,40540
4/4/2019,8.612,8.6264,9.6094,8.781,31731
4/3/2019,8.58,8.6019,9.2189,8.7577,94371
4/2/2019,8.484,8.5728,9.3659,8.7767,23335
4/1/2019,8.497,8.554,8.9038,8.7212,85260
3/29/2019,9.621,8.5424,8.8212,8.7004,77890
3/28/2019,10.15,8.4964,8.9143,8.7436,93833
3/27/2019,10.586,8.4011,9.0766,8.7258,73164
3/26/2019,9.47,8.2902,9.0653,8.7329,116583
3/25/2019,10.19,8.216,8.8023,8.7781,149698
3/22/2019,9.138,8.1041,8.1859,8.7243,147764
3/21/2019,8.205,8.0597,8.5518,8.732,59717
3/20/2019,7.923,8.0498,8.2117,8.7155,63431
3/19/2019,7.651,8.0506,8.0716,8.704,45340
3/18/2019,7.965,8.0562,8.1284,8.7056,32602
3/15/2019,7.811,8.0663,8.4002,8.7023,58290
3/14/2019,7.935,8.0782,8.2485,8.6931,99584
3/13/2019,7.837,8.1102,8.2178,8.6956,37456
3/12/2019,7.985,8.1575,8.0959,8.6987,61236
3/11/2019,7.93,8.1791,8.1548,8.7042,59505
3/8/2019,7.957,8.2234,8.2095,8.7092,61066
3/7/2019,8.124,8.2611,8.2258,8.7079,68996
3/6/2019,7.996,8.2864,8.2494,8.7324,43602
3/5/2019,8.109,8.3216,8.233,8.7375,21368
3/4/2019,8.265,8.3531,8.1378,8.7508,38339
3/1/2019,8.7,8.3655,8.0731,8.7372,110486
2/28/2019,8.245,8.376,8.0189,8.7731,57432
2/27/2019,8.369,8.401,7.6738,8.7561,73464
2/26/2019,7.985,8.4234,7.6023,8.7756,45415
2/25/2019,7.953,8.4593,7.6468,8.7842,36002
2/22/2019,8.248,8.4952,7.6045,8.8481,85999
2/21/2019,8.008,8.5232,7.4075,8.8258,42364
2/20/2019,7.938,8.5831,7.6405,8.8664,26514
2/19/2019,7.763,8.6587,7.62,8.8775,56080
2/15/2019,8.169,8.719,7.6092,8.9044,48033
2/14/2019,8.049,8.7847,7.141,8.8573,56778
2/13/2019,8.573,8.8478,7.1581,8.8805,47597
2/12/2019,8.784,8.8664,7.2068,8.8936,66350
2/11/2019,8.416,8.8904,7.1806,8.9397,26821
2/8/2019,8.818,8.9446,7.4092,9.0027,72604
2/7/2019,8.71,8.9839,7.3131,9.0037,67164
2/6/2019,8.63,9.0409,7.1695,9.0716,31630
2/5/2019,8.701,9.1079,7.5229,9.0883,35655
2/4/2019,8.737,9.2072,8.1687,9.1591,75936
2/1/2019,8.514,9.3278,8.7088,9.1836,97030
1/31/2019,8.911,9.4843,8.582,9.1755,167855
1/30/2019,8.745,9.5692,8.9096,9.1879,31594
1/29/2019,8.815,9.6741,9.0484,9.1858,41264
1/28/2019,8.703,9.7981,9.7564,9.2091,62855
1/25/2019,8.672,9.9381,10.0834,9.2285,71496
1/24/2019,8.807,10.1035,10.0055,9.2352,51312
1/23/2019,9.208,10.3211,9.9772,9.2301,101210
1/22/2019,9.448,10.4599,10.4165,9.2148,53078
1/18/2019,8.97,10.5524,10.8648,9.2391,100303
1/17/2019,9.484,10.6139,10.9267,9.2455,111227
1/16/2019,9.31,10.655,10.9028,9.2505,96273
1/15/2019,8.945,10.7024,10.937,9.253,143304
1/14/2019,9.265,10.7606,10.9115,9.2678,78519
