Date,IV30,IV30 20-Day MA,OHLC 20-Day Vol,OHLC 52-Week Vol,Options Volume
7/8/2024,13.3,14.0825,16.533,15.7235,292932
7/5/2024,13.87,14.174,16.4742,15.7301,272479
7/3/2024,14.6,14.209,16.3855,15.7195,293087
7/2/2024,14.73,14.185,16.5887,15.7225,321137
7/1/2024,15.37,14.107,16.1051,15.7384,534413
6/28/2024,14.54,13.961,14.5981,15.5953,494447
6/27/2024,13.67,13.845,14.8752,15.6021,242178
6/26/2024,13.66,13.7915,14.9644,15.5531,360415
6/25/2024,13.04,13.7,14.9783,15.6342,203984
6/24/2024,12.98,13.5985,15.1199,15.6561,193825
6/21/2024,13.17,13.5365,15.0148,15.6684,310559
6/20/2024,14.01,13.441,14.4785,15.6218,401156
6/18/2024,14.06,13.295,14.3224,15.6216,257253
6/17/2024,14.39,13.163,13.7527,15.6086,227247
6/14/2024,15.87,13.0225,13.6325,15.6078,556244
6/13/2024,14.58,12.8105,13.706,15.5951,407656
6/12/2024,13.64,12.6845,12.8203,15.5501,508256
6/11/2024,14.44,12.6675,12.5983,15.5434,333966
6/10/2024,13.98,12.594,12.5334,15.5773,235333
6/7/2024,13.75,12.5105,11.5852,15.5391,384938
6/6/2024,15.13,12.428,11.5297,15.5384,283394
6/5/2024,14.57,12.2785,11.7571,15.5647,526323
6/4/2024,14.12,12.1545,11.4616,15.5755,512060
6/3/2024,13.17,12.061,11.5093,15.548,373097
5/31/2024,12.45,12.0295,11.6297,15.5618,360257
5/30/2024,12.22,12.09,11.8148,15.561,216599
5/29/2024,12.6,12.1795,11.6088,15.5707,698889
5/28/2024,11.83,12.2665,10.7556,15.5136,416459
5/24/2024,11.01,12.37,10.8307,15.5248,213423
5/23/2024,11.74,12.545,11.3892,15.5234,338001
5/22/2024,11.26,12.708,11.4944,15.526,201014
5/21/2024,11.09,12.872,11.5942,15.524,145732
5/20/2024,11.42,13.0165,11.6931,15.5267,213885
5/17/2024,11.58,13.1405,11.8011,15.5271,286325
5/16/2024,11.63,13.3105,11.8183,15.5452,246382
5/15/2024,12.06,13.449,11.495,15.5271,502851
5/14/2024,13.3,13.577,11.9997,15.5371,223179
5/13/2024,12.97,13.695,12.6833,15.5893,301373
5/10/2024,12.31,13.83,13.0696,15.5976,309681
5/9/2024,12.1,13.951,12.9467,15.5828,225646
5/8/2024,12.14,14.0805,13.9512,15.6352,248491
5/7/2024,12.09,14.199,13.8439,15.6424,394541
5/6/2024,12.25,14.242,13.8461,15.6714,264202
5/3/2024,12.54,14.297,13.7942,15.6363,405547
5/2/2024,13.66,14.3435,13.7127,15.733,430391
5/1/2024,14.01,14.337,13.7611,15.8556,592195
4/30/2024,14.34,14.2855,14.2027,15.908,253368
4/29/2024,13.9,14.22,14.8653,15.912,384424
4/26/2024,14.51,14.152,14.8412,15.9248,287519
4/25/2024,15,14.0355,14.4619,15.9135,306247
4/24/2024,14.54,13.8705,14.3361,15.9154,432392
4/23/2024,13.98,13.746,14.1052,15.9194,250723
4/22/2024,13.9,13.657,14.59,15.9251,177056
4/19/2024,14.98,13.588,14.5293,15.9217,494113
4/18/2024,14.4,13.4575,14.7512,15.9213,373414
4/17/2024,14.62,13.368,14.5129,15.9226,888141
4/16/2024,15.66,13.295,14.0727,15.904,613691
4/15/2024,15.67,13.1945,13.3765,15.8778,534239
4/12/2024,14.73,13.0805,13.4611,15.8744,396416
4/11/2024,14.69,13.0245,13.3497,15.8656,627980
4/10/2024,14.51,12.934,12.4285,15.8256,788833
4/9/2024,12.95,12.859,12.321,15.817,290049
4/8/2024,13.35,12.9075,12.3056,15.8294,316660
4/5/2024,13.47,12.9065,11.8943,15.853,382744
4/4/2024,13.53,12.932,11.7588,15.8542,329051
4/3/2024,12.98,12.935,11.9933,15.8562,308824
4/2/2024,13.03,12.978,11.658,15.8158,381727
4/1/2024,12.54,13.0015,11.3448,15.7777,344656
3/28/2024,12.18,13.042,11.2943,15.7736,307106
3/27/2024,11.7,13.111,11.1238,15.8727,249214
3/26/2024,12.05,13.21,11.2091,15.891,259406
3/25/2024,12.2,13.297,11.2894,15.9473,136759
3/22/2024,12.52,13.35,11.1994,15.9954,268402
3/21/2024,12.37,13.3945,11.0906,16.0081,228239
3/20/2024,12.61,13.471,10.915,16.0066,430956
3/19/2024,13.16,13.55,10.9326,16.0638,209801
3/18/2024,13.65,13.582,11.3803,16.2107,243134
3/15/2024,13.39,13.6015,11.7634,16.3622,285268
3/14/2024,13.61,13.673,11.2538,16.3735,418842
3/13/2024,12.88,13.717,12.0513,16.5289,449261
3/12/2024,13.01,13.818,11.8742,16.6803,257918
3/11/2024,13.92,13.878,11.811,16.6873,206203
3/8/2024,13.33,13.8935,12.0021,16.7266,266155
3/7/2024,13.98,13.954,11.9072,16.7303,257389
3/6/2024,13.59,13.9895,12.0608,16.7591,381297
3/5/2024,13.84,14.054,12.6062,16.8151,320462
3/4/2024,13.5,14.1125,14.1394,16.851,176260
3/1/2024,13.35,14.2,14.3804,16.8316,415820
2/29/2024,13.56,14.315,14.5215,16.8645,380680
2/28/2024,13.68,14.35,14.6215,16.865,203209
2/27/2024,13.79,14.38,14.8057,16.8878,201645
2/26/2024,13.26,14.4075,14.7324,16.8942,192439
2/23/2024,13.41,14.455,14.3699,16.8704,310286
2/22/2024,13.9,14.5355,15.0403,16.9316,168604
2/21/2024,14.19,14.602,15.1808,16.9751,260560
2/20/2024,13.8,14.626,15.4443,17.0046,197877
2/16/2024,14.04,14.642,15.1884,16.998,228509
2/15/2024,14.82,14.6765,15.0742,17.0029,235128
2/14/2024,14.49,14.6715,15.1107,17.0061,462126
2/13/2024,14.9,14.6565,15.0489,16.9821,414586
2/12/2024,14.21,14.6315,15.1274,17.1011,355714
2/9/2024,14.23,14.62,15.2099,17.1057,240833
2/8/2024,14.54,14.6265,15.3037,17.1047,328833
2/7/2024,14.69,14.6945,15.3139,17.1211,194001
2/6/2024,14.88,14.7395,15.551,17.18,226649
2/5/2024,15.01,14.784,14.8451,17.1301,425031
2/2/2024,15.25,14.8575,13.8312,17.0269,368467
2/1/2024,15.65,14.922,13.882,16.982,818621
1/31/2024,14.26,14.961,13.8887,16.9737,521887
1/30/2024,14.28,15.078,13.9047,16.9835,309486
1/29/2024,14.34,15.2025,13.7496,16.9744,286435
1/26/2024,14.21,15.2795,14.4066,16.9808,220908
1/25/2024,15.02,15.3795,14.2349,17.0062,212426
1/24/2024,15.23,15.403,13.8253,16.9678,245167
1/23/2024,14.67,15.457,13.7674,16.9868,199339
1/22/2024,14.12,15.554,13.5487,16.976,211840
1/19/2024,14.73,15.706,13.5702,17.1329,432476
1/18/2024,14.72,15.779,13.5948,17.1543,656394
1/17/2024,14.19,15.8775,13.6121,17.1627,653629
1/16/2024,14.4,16.024,14.3141,17.2211,456161
1/12/2024,13.98,16.218,15.5865,17.2503,341688
1/11/2024,14.36,16.3125,15.5703,17.289,334397
1/10/2024,15.9,16.407,15.5205,17.3222,338596
1/9/2024,15.59,16.481,15.8162,17.4858,150568
1/8/2024,15.77,16.5705,15.6459,17.5003,188199
1/5/2024,16.48,16.726,15.6978,17.5843,481246
1/4/2024,16.54,16.8275,15.8965,17.7204,418883
1/3/2024,16.43,16.8635,15.2909,17.6836,480630
1/2/2024,16.6,16.865,16.2832,17.6884,324881
12/29/2023,16.77,16.87,16.3879,17.706,372891
12/28/2023,15.88,16.842,16.5561,17.7927,307399
12/27/2023,16.21,16.841,16.0873,17.7848,403059
12/26/2023,15.49,16.8115,16.6311,17.7878,172041
12/22/2023,16.31,16.8075,16.6522,17.8076,328473
12/21/2023,16.61,16.785,16.6754,17.9033,388651
12/20/2023,17.16,16.7635,16.7564,17.9444,393760
12/19/2023,16.19,16.73,17.0368,18.0322,238290
12/18/2023,16.69,16.7625,17.0103,18.0329,254104
12/15/2023,17.12,16.7925,17.2491,18.0353,702770
12/14/2023,18.28,16.8345,16.4516,18.114,941571
12/13/2023,15.87,16.836,17.2491,18.0999,1028690
12/12/2023,16.25,16.974,17.6483,18.2048,222482
12/11/2023,17.38,17.1065,17.749,18.2088,298933
12/8/2023,17.38,17.1585,18.439,18.261,392705
12/7/2023,18.88,17.246,18.7428,18.2701,353780
12/6/2023,18.51,17.2045,18.8584,18.2919,1129861
12/5/2023,17.26,17.202,18.2793,18.3114,648494
12/4/2023,16.46,17.2695,20.0803,18.4844,240457
12/1/2023,16.7,17.431,20.2972,18.4274,741517
11/30/2023,16.21,17.609,20.7646,18.4367,397823
11/29/2023,15.86,17.786,20.8015,18.4389,490067
11/28/2023,15.62,18.0165,21.001,18.4409,231065
11/27/2023,15.41,18.3195,20.7558,18.4428,267305
11/24/2023,15.86,18.655,21.1261,18.4474,159811
11/22/2023,16.18,18.998,21.7652,18.4707,220372
11/21/2023,16.49,19.37,21.9115,18.479,197995
11/20/2023,16.84,19.5645,22.443,18.4915,234553
11/17/2023,17.29,19.8215,22.3869,18.5516,352511
11/16/2023,17.96,20.093,22.7489,18.5601,290353
11/15/2023,18.31,20.3845,22.8496,18.5442,372943
11/14/2023,18.63,20.585,21.9739,18.378,587405
11/13/2023,18.9,20.6775,22.4442,18.5273,200150
11/10/2023,18.42,20.7725,23.1115,18.5274,225315
11/9/2023,19.13,20.914,23.7266,18.4582,483884
11/8/2023,18.05,20.9675,23.9252,18.4994,514604
11/7/2023,18.46,21.03,24.2111,18.5042,356306
11/6/2023,18.61,21.117,24.8488,18.5531,285081
11/3/2023,19.69,21.232,24.5262,18.3878,1003358
11/2/2023,20.26,21.326,23.5713,18.3554,824575
11/1/2023,19.75,21.3855,23.2356,18.3284,637619
10/31/2023,20.47,21.4335,23.6237,18.322,247697
10/30/2023,21.68,21.5825,23.7058,18.317,250492
10/27/2023,22.12,21.4725,23.898,18.3261,316828
10/26/2023,22.72,21.2735,23.8521,18.4497,487328
10/25/2023,23.62,21.0245,23.5869,18.3854,645506
10/24/2023,20.38,20.805,23.4563,18.4933,446463
10/23/2023,21.98,20.695,23.7671,18.4493,546474
10/20/2023,22.72,20.515,23.8206,18.4937,589163
10/19/2023,23.79,20.111,24.3406,18.4635,681673
10/18/2023,22.32,19.718,24.1139,18.4756,773299
10/17/2023,20.48,19.269,23.4324,18.4658,344302
10/16/2023,20.8,18.923,22.7706,18.5477,309802
10/13/2023,21.25,18.515,21.9165,18.4888,353014
10/12/2023,20.2,18.1015,20.4007,18.3531,778786
10/11/2023,19.3,17.7465,19.7839,18.3224,440051
10/10/2023,20.2,17.4665,19.0811,18.2982,408168
10/9/2023,20.91,17.15,18.2622,18.2215,290203
10/6/2023,21.57,16.827,16.7753,18.1063,545872
10/5/2023,21.45,16.4775,16.7505,18.1157,405508
10/4/2023,20.71,16.148,16.549,18.1699,729032
10/3/2023,23.45,15.861,16.0204,18.2021,1015323
10/2/2023,19.48,15.443,15.9695,18.2374,536012
9/29/2023,18.14,15.227,15.5096,18.3845,414485
9/28/2023,17.74,15.0375,14.7804,18.4457,467359
9/27/2023,19.23,14.9,14.7909,18.4543,448151
9/26/2023,18.18,14.689,14.7614,18.4635,279078
9/25/2023,18.38,14.567,13.068,18.4861,430077
9/22/2023,14.64,14.446,12.9621,18.5178,233332
9/21/2023,15.93,14.5715,12.2668,18.4681,429040
9/20/2023,13.34,14.6085,12.2591,18.4655,137475
9/19/2023,13.56,14.831,12.8881,18.4853,211768
9/18/2023,12.64,15.0505,12.8256,18.481,163912
9/15/2023,12.98,15.2785,12.839,18.4859,176162
9/14/2023,13.1,15.489,12.8703,18.5074,309661
9/13/2023,13.7,15.6785,12.7971,18.5296,286724
9/12/2023,13.87,15.816,12.9334,18.5331,145622
9/11/2023,14.45,15.928,12.7851,18.5315,161817
9/8/2023,14.58,16.036,13.5764,18.553,182237
9/7/2023,14.86,16.1475,13.6054,18.6406,150515
9/6/2023,14.97,16.2385,14.281,18.6357,306454
9/5/2023,15.09,16.3035,14.0542,18.6893,248335
9/1/2023,15.16,16.3815,14.3739,18.6761,304578
8/31/2023,14.35,16.4625,15.9683,18.6784,318447
8/30/2023,14.99,16.6935,16.5084,18.6858,178954
8/29/2023,15.01,16.73,16.3071,18.6679,194929
8/28/2023,15.74,16.661,16.2091,18.6995,123982
8/25/2023,15.96,16.4905,16.1325,18.6997,243168
8/24/2023,17.15,16.312,16.8305,18.7098,159488
8/23/2023,16.67,16.147,15.8541,18.6317,337584
8/22/2023,17.79,15.922,15.8592,18.6849,206179
8/21/2023,17.95,15.6605,15.3853,18.6546,355556
8/18/2023,17.2,15.357,15.4094,18.6656,380172
8/17/2023,17.19,15.099,15.6442,18.6803,342270
8/16/2023,16.89,14.8535,15.8769,18.6923,265252
8/15/2023,16.45,14.6365,15.8728,18.6987,249942
8/14/2023,16.11,14.4445,15.7521,18.8189,205449
8/11/2023,16.61,14.272,15.7427,18.8307,213840
8/10/2023,16.81,14.102,15.1117,18.7838,161830
8/9/2023,16.68,13.937,15.3311,18.8133,133495
8/8/2023,16.27,13.7905,14.5744,18.8749,176836
8/7/2023,16.65,13.728,14.4457,18.8725,232744
8/4/2023,16.78,13.643,13.6966,18.9203,451408
8/3/2023,18.97,13.5625,12.2469,18.9387,580918
8/2/2023,15.72,13.3675,11.7804,18.9758,426329
8/1/2023,13.63,13.2945,11.3627,18.9901,351786
7/31/2023,12.33,13.2825,11.7258,19.027,203046
7/28/2023,12.39,13.316,12.759,19.049,168057
7/27/2023,13.85,13.3635,11.8272,19.0505,346490
7/26/2023,12.17,13.3305,11.8533,19.1191,88406
7/25/2023,12.56,13.3835,11.7259,19.1723,141301
7/24/2023,11.88,13.4425,12.8351,19.2005,121647
7/21/2023,12.04,13.53,13.0839,19.235,130436
7/20/2023,12.28,13.615,13.0837,19.2267,130357
7/19/2023,12.55,13.671,12.8249,19.2262,193297
7/18/2023,12.61,13.7395,12.977,19.2294,114392
7/17/2023,12.66,13.811,13.4538,19.2761,151298
7/14/2023,13.21,13.923,13.5388,19.4499,117252
7/13/2023,13.51,14.0525,13.641,19.4714,227546
7/12/2023,13.75,14.183,13.7,19.4961,295047
7/11/2023,15.02,14.2925,13.8316,19.5063,124042
7/10/2023,14.95,14.2875,14.3412,19.5259,162591
7/7/2023,15.17,14.2755,14.878,19.6714,239293
7/6/2023,15.07,14.2575,14.5473,19.6786,347001
7/5/2023,14.26,14.178,14.7353,19.7333,307839
7/3/2023,13.39,14.1575,14.9048,19.7445,71568
6/30/2023,13,14.1935,14.764,19.7658,173822
6/29/2023,13.34,14.2895,14.2033,19.7261,203670
6/28/2023,13.19,14.414,14.3251,19.7618,198992
6/27/2023,13.23,14.594,14.6191,19.7751,127783
6/26/2023,13.74,14.84,14.637,19.7918,106525
6/23/2023,13.63,15.1485,13.7885,19.879,178940
6/22/2023,13.74,15.375,13.5883,19.9483,139202
6/21/2023,13.4,15.544,13.3422,19.9495,128768
6/20/2023,13.92,15.725,13.3594,20.122,148054
6/16/2023,14.04,15.915,13.2466,20.1551,138835
6/15/2023,14.9,16.052,12.8155,20.1784,277350
6/14/2023,15.8,16.132,12.9946,20.3183,241844
6/13/2023,16.12,16.2005,13.0077,20.3166,223884
6/12/2023,15.94,16.2045,12.8725,20.3071,184067
6/9/2023,14.92,16.2115,13.4679,20.3045,193534
6/8/2023,14.71,16.2935,13.0755,20.2891,207611
6/7/2023,14.81,16.3795,12.4247,20.2935,509566
6/6/2023,13.48,16.4895,13.13,20.3159,140181
6/5/2023,13.85,16.6655,13.0471,20.3078,146945
6/2/2023,14.11,16.833,13.0899,20.3092,226485
6/1/2023,14.92,17.068,13.017,20.3738,220043
5/31/2023,15.83,17.238,14.1149,20.3637,223203
5/30/2023,16.79,17.34,15.8417,20.3663,242297
5/26/2023,18.15,17.3195,16.1832,20.3519,173481
5/25/2023,19.91,17.191,16.2772,20.3961,248274
5/24/2023,18.16,16.981,16.3391,20.4152,143669
5/23/2023,17.12,16.866,16.6103,20.435,175082
5/22/2023,17.02,16.802,16.6674,20.4982,148969
5/19/2023,17.72,16.697,16.8064,20.5644,414437
5/18/2023,16.78,16.5725,16.9041,20.5829,135651
5/17/2023,16.5,16.5105,16.9295,20.5886,185011
5/16/2023,17.17,16.5005,16.7096,20.5986,486198
5/15/2023,16.2,16.434,16.6879,20.5938,157158
5/12/2023,16.08,16.405,16.6962,20.7631,106194
5/11/2023,16.56,16.3905,16.3513,20.762,214252
5/10/2023,16.43,16.38,16.5023,20.8205,136697
5/9/2023,17.01,16.4035,16.463,20.8507,99718
5/8/2023,17,16.4365,16.2852,20.9406,116937
5/5/2023,17.2,16.4815,15.9819,20.9307,129360
5/4/2023,18.81,16.6015,15.7867,20.9834,96968
5/3/2023,18.32,16.593,16.395,21.0135,326613
